trial_id,company,drug_class,trial_phase,country_code,aci,patient_count,base_fee_eur,date
31383,BioAxis_Pty,Cardiology,Phase_III,IT,D,309,353.36,2024-08-29
31384,TriPharm_LLC,Oncology,Phase_III,DE,E,319,95.77,2022-06-26
31385,BioPharm_Corp,Rare_Disease,Phase_IV,JP,C,405,379.98,2024-01-17
31386,MedResearch_Inc,Rare_Disease,Phase_IV,DE,E,28,307.49,2023-04-26
31387,CurePath_AB,Neurology,Phase_I,FR,C,114,126.81,2022-01-20
31388,CurePath_AB,Cardiology,Phase_I,NL,C,323,69.66,2024-05-13
31389,ClinPath_AG,Oncology,Phase_IV,DE,E,254,433.6,2024-01-23
31390,BioPharm_Corp,Rare_Disease,Phase_III,US,E,14,283.1,2024-08-27
31391,TrialBridge_SA,Neurology,Phase_I,BR,D,112,302.69,2023-11-02
31392,GlobalClin_KK,Neurology,Phase_III,US,C,32,390.99,2024-04-08
31393,ClinPath_AG,Neurology,Phase_I,ES,E,408,497.01,2024-09-20
31394,MedResearch_Inc,Immunology,Phase_II,JP,C,42,402.61,2024-12-05
31395,GlobalClin_KK,Neurology,Phase_I,ES,C,93,118.52,2023-09-07
31396,TrialBridge_SA,Neurology,Phase_IV,AU,B,43,468.02,2022-01-19
31397,ClinPath_AG,Immunology,Phase_I,DE,E,344,293.25,2023-01-15
31398,CurePath_AB,Rare_Disease,Phase_I,DE,A,116,409.18,2023-11-10
31399,TriPharm_LLC,Immunology,Phase_IV,ES,A,231,330.09,2022-05-01
31400,BioAxis_Pty,Cardiology,Phase_IV,US,C,50,482.64,2022-05-08
31401,TriPharm_LLC,Oncology,Phase_II,IT,A,59,420.39,2023-03-09
31402,MedResearch_Inc,Cardiology,Phase_II,NL,C,299,230.03,2024-09-24
31403,NovaTrial_Ltd,Rare_Disease,Phase_I,CA,D,98,136.92,2022-12-19
31404,BioAxis_Pty,Rare_Disease,Phase_I,IT,C,356,66.35,2024-10-22
31405,TrialBridge_SA,Neurology,Phase_I,BR,E,477,351.62,2024-05-30
31406,PharmaScope_BV,Oncology,Phase_I,DE,D,104,384.6,2022-11-29
31407,ClinPath_AG,Immunology,Phase_IV,CA,C,172,172.04,2022-09-11
31408,BioPharm_Corp,Immunology,Phase_I,IT,C,496,418.36,2024-06-26
31409,NovaTrial_Ltd,Oncology,Phase_II,NL,C,87,424.67,2024-04-08
31410,GlobalClin_KK,Rare_Disease,Phase_III,ES,E,474,354.41,2023-11-22
31411,ClinPath_AG,Rare_Disease,Phase_III,JP,C,186,52.69,2024-12-08
31412,TriPharm_LLC,Rare_Disease,Phase_III,BR,A,207,157.75,2022-04-21
31413,PharmaScope_BV,Neurology,Phase_II,CA,A,355,413.37,2023-02-27
31414,BioPharm_Corp,Rare_Disease,Phase_I,DE,D,484,498.36,2023-10-23
31415,GlobalClin_KK,Oncology,Phase_II,IT,B,343,441.27,2022-03-20
31416,GlobalClin_KK,Oncology,Phase_II,FR,C,145,429.8,2024-12-05
31417,NovaTrial_Ltd,Oncology,Phase_II,ES,E,50,224.65,2023-09-19
31418,CurePath_AB,Neurology,Phase_I,IT,E,249,216.51,2022-12-04
31419,BioAxis_Pty,Neurology,Phase_I,IT,C,229,457.39,2022-09-20
31420,TrialBridge_SA,Immunology,Phase_IV,BR,C,497,201.83,2022-01-02
31421,NovaTrial_Ltd,Cardiology,Phase_III,BR,B,208,175.71,2023-10-12
31422,PharmaScope_BV,Cardiology,Phase_IV,CA,D,347,263.85,2024-12-06
31423,TriPharm_LLC,Cardiology,Phase_IV,DE,D,134,434.0,2022-02-09
31424,ClinPath_AG,Immunology,Phase_I,ES,C,463,182.83,2023-03-30
31425,TriPharm_LLC,Cardiology,Phase_IV,DE,C,225,226.9,2023-12-27
31426,NovaTrial_Ltd,Rare_Disease,Phase_IV,CA,E,260,341.79,2023-04-18
31427,GlobalClin_KK,Cardiology,Phase_III,NL,B,165,279.02,2023-12-15
31428,MedResearch_Inc,Immunology,Phase_I,DE,D,127,344.04,2024-02-21
31429,BioPharm_Corp,Cardiology,Phase_IV,IT,C,179,366.07,2024-11-24
31430,GlobalClin_KK,Neurology,Phase_III,BR,D,181,422.28,2023-10-25
31431,PharmaScope_BV,Neurology,Phase_IV,NL,D,376,424.82,2024-02-17
31432,MedResearch_Inc,Immunology,Phase_III,FR,C,494,499.66,2022-11-27
31433,ClinPath_AG,Rare_Disease,Phase_I,JP,A,78,181.26,2022-06-15
31434,PharmaScope_BV,Cardiology,Phase_II,FR,A,47,79.17,2022-04-20
31435,NovaTrial_Ltd,Immunology,Phase_I,ES,A,96,438.35,2022-04-30
31436,TrialBridge_SA,Immunology,Phase_I,DE,E,344,278.07,2024-06-25
31437,BioPharm_Corp,Immunology,Phase_I,JP,C,336,96.24,2022-02-14
31438,ClinPath_AG,Neurology,Phase_IV,NL,D,482,140.56,2023-06-14
31439,TrialBridge_SA,Cardiology,Phase_I,CA,B,487,283.09,2023-11-04
31440,BioAxis_Pty,Immunology,Phase_IV,DE,D,451,152.95,2024-01-08
31441,MedResearch_Inc,Cardiology,Phase_III,US,A,261,244.55,2022-03-14
31442,GlobalClin_KK,Neurology,Phase_II,BR,B,429,396.48,2024-08-01
31443,TriPharm_LLC,Oncology,Phase_III,CA,E,339,327.24,2023-04-25
31444,TrialBridge_SA,Neurology,Phase_I,ES,B,61,380.24,2022-01-20
31445,BioAxis_Pty,Immunology,Phase_I,JP,D,354,195.87,2022-05-26
31446,PharmaScope_BV,Oncology,Phase_IV,US,E,480,458.72,2024-07-30
31447,ClinPath_AG,Cardiology,Phase_I,DE,C,18,102.36,2024-10-30
31448,MedResearch_Inc,Immunology,Phase_I,NL,E,26,478.74,2024-04-03
31449,MedResearch_Inc,Neurology,Phase_III,FR,C,405,460.05,2023-01-01
31450,TrialBridge_SA,Rare_Disease,Phase_II,FR,B,161,194.36,2024-11-03
31451,NovaTrial_Ltd,Rare_Disease,Phase_II,NL,D,25,127.24,2022-10-30
31452,BioAxis_Pty,Cardiology,Phase_II,DE,E,477,195.56,2022-09-14
31453,NovaTrial_Ltd,Rare_Disease,Phase_IV,US,C,141,104.72,2024-04-18
31454,BioAxis_Pty,Immunology,Phase_II,IT,C,386,67.82,2022-12-20
31455,PharmaScope_BV,Cardiology,Phase_II,AU,C,376,189.52,2023-07-24
31456,BioAxis_Pty,Immunology,Phase_III,ES,A,481,88.44,2023-12-26
31457,NovaTrial_Ltd,Oncology,Phase_III,DE,C,141,298.36,2022-07-02
31458,ClinPath_AG,Immunology,Phase_I,US,D,127,436.58,2024-10-11
31459,ClinPath_AG,Rare_Disease,Phase_I,BR,E,479,186.19,2022-07-02
31460,BioAxis_Pty,Rare_Disease,Phase_II,BR,B,363,279.63,2024-12-23
31461,ClinPath_AG,Oncology,Phase_III,AU,E,21,248.68,2022-11-01
31462,MedResearch_Inc,Rare_Disease,Phase_IV,BR,A,384,471.49,2023-04-02
31463,NovaTrial_Ltd,Cardiology,Phase_II,CA,A,254,165.04,2022-10-05
31464,ClinPath_AG,Rare_Disease,Phase_IV,BR,B,420,116.19,2023-08-14
31465,CurePath_AB,Neurology,Phase_II,NL,D,242,187.71,2022-01-01
31466,NovaTrial_Ltd,Neurology,Phase_I,ES,A,397,301.77,2022-07-06
31467,TriPharm_LLC,Neurology,Phase_I,CA,C,197,270.21,2023-07-24
31468,CurePath_AB,Oncology,Phase_IV,DE,D,255,151.6,2024-01-31
31469,TriPharm_LLC,Immunology,Phase_III,ES,D,45,413.73,2024-11-21
31470,GlobalClin_KK,Neurology,Phase_III,US,E,17,173.44,2024-07-06
31471,GlobalClin_KK,Cardiology,Phase_IV,NL,C,118,379.7,2024-10-07
31472,CurePath_AB,Neurology,Phase_I,JP,E,292,436.87,2024-05-25
31473,BioAxis_Pty,Cardiology,Phase_I,ES,C,325,243.08,2024-05-01
31474,TrialBridge_SA,Oncology,Phase_IV,FR,C,418,136.0,2023-01-15
31475,PharmaScope_BV,Immunology,Phase_II,CA,C,182,408.71,2024-09-18
31476,CurePath_AB,Rare_Disease,Phase_I,CA,B,216,202.99,2024-11-21
31477,MedResearch_Inc,Rare_Disease,Phase_III,FR,D,391,59.16,2023-07-17
31478,TrialBridge_SA,Rare_Disease,Phase_I,DE,C,166,178.58,2022-05-12
31479,BioPharm_Corp,Oncology,Phase_III,JP,D,283,59.76,2022-02-16
31480,GlobalClin_KK,Immunology,Phase_I,NL,B,184,256.51,2023-06-26
31481,NovaTrial_Ltd,Oncology,Phase_II,IT,D,390,327.24,2023-11-27
31482,BioPharm_Corp,Neurology,Phase_IV,BR,C,329,361.17,2023-08-31
31483,ClinPath_AG,Rare_Disease,Phase_I,ES,A,436,177.45,2024-09-09
31484,GlobalClin_KK,Cardiology,Phase_III,CA,E,210,427.13,2023-08-12
31485,CurePath_AB,Neurology,Phase_I,BR,A,493,106.8,2023-12-26
31486,TrialBridge_SA,Rare_Disease,Phase_IV,CA,E,235,240.39,2024-04-10
31487,GlobalClin_KK,Immunology,Phase_IV,AU,E,241,397.19,2024-09-07
31488,ClinPath_AG,Neurology,Phase_III,AU,B,373,318.27,2023-10-31
31489,NovaTrial_Ltd,Rare_Disease,Phase_IV,AU,C,44,389.67,2023-09-04
31490,NovaTrial_Ltd,Cardiology,Phase_II,ES,A,295,298.59,2022-03-26
31491,BioPharm_Corp,Neurology,Phase_III,FR,D,296,335.35,2023-12-06
31492,MedResearch_Inc,Rare_Disease,Phase_III,JP,B,300,284.87,2022-07-17
31493,BioAxis_Pty,Immunology,Phase_III,DE,E,240,50.12,2023-02-09
31494,BioPharm_Corp,Rare_Disease,Phase_I,JP,D,352,419.15,2023-08-07
31495,MedResearch_Inc,Cardiology,Phase_III,IT,D,143,440.29,2022-04-01
31496,GlobalClin_KK,Cardiology,Phase_IV,JP,A,445,473.69,2024-02-01
31497,BioPharm_Corp,Neurology,Phase_IV,ES,B,134,145.25,2022-11-04
31498,TrialBridge_SA,Neurology,Phase_IV,NL,C,236,417.1,2023-07-18
31499,MedResearch_Inc,Neurology,Phase_II,NL,E,496,182.68,2023-01-19
31500,TriPharm_LLC,Neurology,Phase_I,DE,C,76,72.05,2023-01-25
31501,PharmaScope_BV,Cardiology,Phase_I,JP,B,57,484.68,2023-03-08
31502,TrialBridge_SA,Rare_Disease,Phase_IV,ES,C,427,131.61,2022-02-26
31503,CurePath_AB,Rare_Disease,Phase_III,BR,E,33,255.28,2022-08-03
31504,BioAxis_Pty,Neurology,Phase_II,BR,C,233,466.16,2024-05-11
31505,TrialBridge_SA,Oncology,Phase_I,NL,D,393,468.44,2022-05-14
31506,GlobalClin_KK,Neurology,Phase_I,JP,A,401,269.14,2023-06-29
31507,PharmaScope_BV,Cardiology,Phase_I,DE,C,156,424.75,2022-06-03
31508,GlobalClin_KK,Neurology,Phase_I,ES,A,386,302.3,2023-08-14
31509,MedResearch_Inc,Cardiology,Phase_II,ES,B,136,255.62,2023-12-07
31510,MedResearch_Inc,Rare_Disease,Phase_IV,ES,B,170,389.31,2023-05-29
31511,CurePath_AB,Immunology,Phase_IV,FR,D,422,467.79,2024-04-25
31512,PharmaScope_BV,Oncology,Phase_III,US,C,225,399.16,2022-10-18
31513,TrialBridge_SA,Cardiology,Phase_II,DE,C,144,305.08,2023-09-04
31514,NovaTrial_Ltd,Immunology,Phase_III,BR,E,494,446.54,2022-10-30
31515,MedResearch_Inc,Oncology,Phase_I,AU,B,188,496.26,2023-07-12
31516,GlobalClin_KK,Oncology,Phase_I,NL,D,282,388.68,2022-03-11
31517,TrialBridge_SA,Neurology,Phase_I,DE,A,311,332.5,2022-10-22
31518,MedResearch_Inc,Cardiology,Phase_IV,IT,E,187,233.95,2024-02-15
31519,BioPharm_Corp,Oncology,Phase_IV,ES,B,121,415.45,2024-05-02
31520,TrialBridge_SA,Immunology,Phase_III,BR,B,495,391.07,2022-10-25
31521,MedResearch_Inc,Immunology,Phase_IV,BR,C,209,423.73,2022-10-10
31522,TriPharm_LLC,Immunology,Phase_II,US,B,395,191.27,2022-11-24
31523,BioPharm_Corp,Oncology,Phase_I,CA,D,26,475.65,2022-11-03
31524,GlobalClin_KK,Rare_Disease,Phase_III,IT,D,27,179.02,2024-12-24
31525,MedResearch_Inc,Oncology,Phase_III,NL,D,367,66.5,2023-12-15
31526,ClinPath_AG,Neurology,Phase_I,JP,A,165,318.97,2023-02-27
31527,BioAxis_Pty,Rare_Disease,Phase_I,US,B,283,436.95,2023-05-22
31528,TrialBridge_SA,Rare_Disease,Phase_II,CA,E,355,171.44,2023-07-14
31529,BioPharm_Corp,Rare_Disease,Phase_III,NL,D,144,91.71,2023-08-30
31530,GlobalClin_KK,Neurology,Phase_I,ES,E,283,80.58,2023-02-28
31531,NovaTrial_Ltd,Neurology,Phase_III,DE,B,129,73.0,2024-12-03
31532,CurePath_AB,Cardiology,Phase_I,AU,C,390,429.63,2022-11-15
31533,ClinPath_AG,Rare_Disease,Phase_II,IT,A,65,426.9,2023-04-14
31534,BioAxis_Pty,Neurology,Phase_IV,NL,C,358,211.66,2022-01-07
31535,MedResearch_Inc,Immunology,Phase_I,BR,A,147,184.82,2023-06-23
31536,MedResearch_Inc,Oncology,Phase_II,DE,B,322,177.84,2024-07-25
31537,BioPharm_Corp,Cardiology,Phase_II,IT,D,409,378.22,2024-12-29
31538,TriPharm_LLC,Neurology,Phase_I,US,B,450,407.36,2023-06-03
31539,TrialBridge_SA,Rare_Disease,Phase_III,IT,C,327,163.84,2022-06-02
31540,NovaTrial_Ltd,Neurology,Phase_I,US,B,339,371.5,2024-02-28
31541,BioPharm_Corp,Oncology,Phase_II,JP,A,454,136.24,2023-12-04
31542,ClinPath_AG,Cardiology,Phase_II,ES,C,349,421.44,2024-11-16
31543,PharmaScope_BV,Neurology,Phase_IV,CA,D,476,342.17,2023-07-08
31544,BioPharm_Corp,Neurology,Phase_I,NL,B,109,211.08,2022-01-04
31545,MedResearch_Inc,Cardiology,Phase_II,US,B,417,307.02,2024-09-14
31546,MedResearch_Inc,Immunology,Phase_III,IT,C,160,290.66,2024-01-10
31547,CurePath_AB,Immunology,Phase_IV,NL,C,16,376.96,2024-05-26
31548,PharmaScope_BV,Neurology,Phase_III,IT,B,154,198.16,2022-05-11
31549,NovaTrial_Ltd,Rare_Disease,Phase_I,BR,E,452,173.66,2023-05-17
31550,ClinPath_AG,Cardiology,Phase_II,CA,E,307,305.62,2023-05-17
31551,CurePath_AB,Cardiology,Phase_II,FR,C,15,246.79,2022-10-21
31552,BioPharm_Corp,Rare_Disease,Phase_IV,JP,B,93,215.28,2024-07-17
31553,NovaTrial_Ltd,Oncology,Phase_III,NL,C,361,129.87,2022-07-26
31554,BioPharm_Corp,Rare_Disease,Phase_I,AU,B,96,309.6,2022-03-20
31555,BioPharm_Corp,Oncology,Phase_III,JP,C,370,131.31,2022-09-14
31556,TriPharm_LLC,Cardiology,Phase_I,JP,D,341,109.88,2024-12-20
31557,TriPharm_LLC,Oncology,Phase_IV,AU,A,118,57.81,2022-05-05
31558,BioAxis_Pty,Neurology,Phase_I,NL,A,36,91.11,2023-09-29
31559,BioPharm_Corp,Cardiology,Phase_I,CA,D,464,395.68,2022-07-20
31560,GlobalClin_KK,Cardiology,Phase_IV,AU,D,111,95.32,2023-03-09
31561,BioAxis_Pty,Oncology,Phase_III,BR,E,388,478.92,2023-08-28
31562,BioAxis_Pty,Rare_Disease,Phase_II,NL,E,75,99.47,2022-01-22
31563,BioAxis_Pty,Immunology,Phase_I,US,D,262,192.47,2022-09-22
31564,GlobalClin_KK,Immunology,Phase_IV,US,C,390,395.7,2023-10-06
31565,PharmaScope_BV,Oncology,Phase_III,ES,C,196,149.58,2022-01-16
31566,BioPharm_Corp,Immunology,Phase_I,NL,B,111,143.53,2023-06-27
31567,CurePath_AB,Immunology,Phase_I,IT,C,171,285.1,2023-10-24
31568,TriPharm_LLC,Oncology,Phase_III,US,D,294,303.7,2022-08-24
31569,TrialBridge_SA,Rare_Disease,Phase_III,NL,A,419,263.11,2022-06-27
31570,PharmaScope_BV,Oncology,Phase_II,ES,B,117,354.38,2023-06-22
31571,TriPharm_LLC,Rare_Disease,Phase_I,JP,E,103,327.33,2024-02-27
31572,PharmaScope_BV,Rare_Disease,Phase_IV,US,B,299,327.42,2022-01-15
31573,MedResearch_Inc,Cardiology,Phase_IV,BR,E,309,228.46,2023-01-06
31574,CurePath_AB,Neurology,Phase_II,IT,E,198,340.46,2024-12-31
31575,TriPharm_LLC,Oncology,Phase_II,CA,E,160,154.93,2023-01-03
31576,ClinPath_AG,Oncology,Phase_II,IT,C,241,326.16,2022-12-30
31577,ClinPath_AG,Neurology,Phase_I,ES,E,269,490.24,2024-03-19
31578,MedResearch_Inc,Neurology,Phase_I,CA,B,215,327.48,2023-06-11
31579,NovaTrial_Ltd,Oncology,Phase_IV,FR,D,234,121.78,2023-03-05
31580,CurePath_AB,Immunology,Phase_II,CA,B,233,306.48,2024-05-10
31581,TriPharm_LLC,Rare_Disease,Phase_I,CA,C,436,471.24,2022-02-03
31582,TrialBridge_SA,Cardiology,Phase_I,IT,D,153,201.26,2024-02-21
31583,BioAxis_Pty,Immunology,Phase_II,US,D,477,78.15,2023-02-22
31584,PharmaScope_BV,Neurology,Phase_I,AU,D,483,59.05,2024-08-31
31585,TriPharm_LLC,Neurology,Phase_IV,BR,D,116,214.04,2024-03-05
31586,TriPharm_LLC,Cardiology,Phase_I,ES,A,247,337.28,2024-10-28
31587,BioAxis_Pty,Rare_Disease,Phase_IV,BR,A,496,161.62,2022-05-22
31588,CurePath_AB,Neurology,Phase_III,US,C,180,182.31,2022-07-27
31589,NovaTrial_Ltd,Rare_Disease,Phase_II,FR,B,142,88.65,2024-09-16
31590,CurePath_AB,Rare_Disease,Phase_I,FR,E,60,489.94,2023-03-04
31591,PharmaScope_BV,Oncology,Phase_III,FR,A,281,143.76,2024-06-12
31592,ClinPath_AG,Neurology,Phase_II,AU,D,93,447.82,2024-01-23
31593,TriPharm_LLC,Oncology,Phase_II,JP,C,149,370.71,2023-07-02
31594,CurePath_AB,Rare_Disease,Phase_III,FR,E,153,455.17,2022-02-19
31595,NovaTrial_Ltd,Cardiology,Phase_I,NL,E,460,113.66,2022-03-22
31596,GlobalClin_KK,Oncology,Phase_I,JP,C,380,319.85,2024-02-25
31597,CurePath_AB,Cardiology,Phase_IV,ES,D,199,225.93,2022-04-17
31598,GlobalClin_KK,Immunology,Phase_III,BR,A,57,142.24,2022-01-06
31599,PharmaScope_BV,Oncology,Phase_IV,ES,B,357,402.71,2022-08-29
31600,BioPharm_Corp,Neurology,Phase_II,ES,A,44,312.08,2024-09-28
31601,PharmaScope_BV,Rare_Disease,Phase_IV,FR,B,47,322.88,2023-11-18
31602,TrialBridge_SA,Cardiology,Phase_III,NL,D,472,214.35,2024-02-27
31603,CurePath_AB,Oncology,Phase_III,IT,E,467,276.34,2023-12-16
31604,ClinPath_AG,Neurology,Phase_III,US,D,303,193.71,2023-09-12
31605,ClinPath_AG,Immunology,Phase_I,JP,D,138,441.54,2022-10-08
31606,TriPharm_LLC,Cardiology,Phase_III,AU,E,383,377.89,2023-04-16
31607,CurePath_AB,Immunology,Phase_I,NL,E,84,309.55,2023-08-21
31608,TrialBridge_SA,Rare_Disease,Phase_III,AU,D,212,142.37,2024-12-18
31609,PharmaScope_BV,Immunology,Phase_II,US,E,79,457.73,2024-09-12
31610,GlobalClin_KK,Immunology,Phase_I,NL,E,346,423.91,2024-03-18
31611,NovaTrial_Ltd,Cardiology,Phase_I,AU,E,231,305.34,2024-06-10
31612,ClinPath_AG,Cardiology,Phase_IV,BR,B,494,146.15,2024-06-03
31613,TrialBridge_SA,Rare_Disease,Phase_II,JP,A,23,77.41,2024-01-02
31614,PharmaScope_BV,Neurology,Phase_IV,US,D,368,273.67,2024-06-23
31615,NovaTrial_Ltd,Oncology,Phase_III,IT,D,357,101.62,2022-03-22
31616,TrialBridge_SA,Oncology,Phase_IV,JP,A,24,236.96,2022-01-24
31617,GlobalClin_KK,Rare_Disease,Phase_III,BR,D,403,475.42,2023-05-02
31618,CurePath_AB,Oncology,Phase_I,NL,A,375,239.74,2022-03-01
31619,GlobalClin_KK,Rare_Disease,Phase_III,CA,C,215,363.33,2023-01-07
31620,GlobalClin_KK,Cardiology,Phase_III,ES,A,32,119.47,2022-08-06
31621,TrialBridge_SA,Rare_Disease,Phase_IV,BR,C,275,324.3,2024-11-15
31622,NovaTrial_Ltd,Neurology,Phase_IV,FR,B,411,152.7,2023-12-20
31623,MedResearch_Inc,Immunology,Phase_III,DE,C,126,440.87,2022-02-15
31624,PharmaScope_BV,Immunology,Phase_IV,CA,C,273,238.27,2023-11-15
31625,TrialBridge_SA,Neurology,Phase_IV,NL,D,465,191.13,2024-03-13
31626,ClinPath_AG,Rare_Disease,Phase_II,ES,B,17,469.6,2022-12-23
31627,BioAxis_Pty,Immunology,Phase_II,NL,A,109,187.96,2024-08-25
31628,TrialBridge_SA,Neurology,Phase_IV,JP,D,309,469.02,2024-12-02
31629,MedResearch_Inc,Cardiology,Phase_III,IT,B,306,132.46,2024-12-10
31630,PharmaScope_BV,Oncology,Phase_II,CA,A,191,83.57,2022-04-13
31631,BioAxis_Pty,Cardiology,Phase_IV,CA,A,375,472.5,2023-05-08
31632,BioPharm_Corp,Immunology,Phase_I,JP,E,352,413.17,2024-05-01
31633,MedResearch_Inc,Immunology,Phase_III,ES,B,289,231.13,2023-05-01
31634,ClinPath_AG,Cardiology,Phase_IV,FR,E,203,138.51,2023-06-12
31635,MedResearch_Inc,Neurology,Phase_IV,BR,E,307,185.05,2022-12-26
31636,GlobalClin_KK,Neurology,Phase_II,FR,E,326,457.71,2023-04-05
31637,ClinPath_AG,Oncology,Phase_IV,BR,D,464,415.52,2024-02-01
31638,TrialBridge_SA,Neurology,Phase_II,IT,E,86,190.68,2022-01-29
31639,MedResearch_Inc,Rare_Disease,Phase_I,FR,E,463,182.53,2024-05-26
31640,BioPharm_Corp,Cardiology,Phase_IV,IT,E,19,228.9,2024-03-08
31641,CurePath_AB,Immunology,Phase_IV,FR,B,437,195.59,2022-06-01
31642,TrialBridge_SA,Cardiology,Phase_III,ES,C,458,182.83,2024-04-25
31643,ClinPath_AG,Oncology,Phase_IV,BR,D,76,386.25,2023-07-26
31644,TrialBridge_SA,Cardiology,Phase_II,DE,E,380,450.45,2022-12-16
31645,TriPharm_LLC,Neurology,Phase_I,CA,C,471,226.4,2023-05-15
31646,NovaTrial_Ltd,Oncology,Phase_IV,FR,B,73,407.54,2023-07-21
31647,CurePath_AB,Immunology,Phase_II,BR,D,165,85.55,2022-08-19
31648,BioPharm_Corp,Immunology,Phase_I,US,C,225,435.77,2023-10-27
31649,CurePath_AB,Neurology,Phase_II,FR,C,133,62.05,2023-11-21
31650,MedResearch_Inc,Cardiology,Phase_III,BR,A,25,489.4,2023-02-07
31651,ClinPath_AG,Oncology,Phase_III,ES,B,472,495.52,2023-05-20
31652,BioAxis_Pty,Immunology,Phase_II,NL,D,500,139.32,2023-11-06
31653,NovaTrial_Ltd,Cardiology,Phase_II,JP,A,481,224.49,2023-07-06
31654,NovaTrial_Ltd,Neurology,Phase_III,DE,E,426,178.03,2023-04-21
31655,PharmaScope_BV,Cardiology,Phase_IV,BR,A,41,223.57,2024-11-13
31656,TriPharm_LLC,Cardiology,Phase_II,FR,D,237,430.91,2024-08-20
31657,MedResearch_Inc,Neurology,Phase_II,FR,B,452,370.32,2023-02-21
31658,TrialBridge_SA,Cardiology,Phase_III,US,C,14,342.9,2024-02-27
31659,MedResearch_Inc,Neurology,Phase_I,BR,A,76,354.97,2024-06-06
31660,BioAxis_Pty,Rare_Disease,Phase_III,FR,E,388,199.3,2022-05-02
31661,CurePath_AB,Cardiology,Phase_I,IT,D,205,345.41,2023-10-11
31662,TriPharm_LLC,Neurology,Phase_III,FR,A,97,101.57,2024-05-26
31663,ClinPath_AG,Cardiology,Phase_IV,JP,D,48,471.8,2022-03-04
31664,ClinPath_AG,Oncology,Phase_III,AU,E,320,239.33,2023-01-05
31665,TriPharm_LLC,Neurology,Phase_III,US,D,61,361.95,2024-05-24
31666,TrialBridge_SA,Immunology,Phase_III,US,A,287,98.09,2024-10-22
31667,MedResearch_Inc,Cardiology,Phase_III,IT,A,326,297.32,2024-12-23
31668,MedResearch_Inc,Cardiology,Phase_IV,BR,B,266,374.68,2023-10-24
31669,NovaTrial_Ltd,Immunology,Phase_I,ES,D,186,355.77,2022-02-16
31670,BioPharm_Corp,Neurology,Phase_II,CA,A,204,438.0,2022-01-31
31671,MedResearch_Inc,Neurology,Phase_III,CA,B,411,380.69,2024-06-08
31672,BioAxis_Pty,Cardiology,Phase_IV,ES,C,388,53.23,2024-03-15
31673,GlobalClin_KK,Neurology,Phase_II,ES,B,135,334.85,2022-08-01
31674,BioPharm_Corp,Oncology,Phase_I,US,C,327,424.58,2022-05-24
31675,BioPharm_Corp,Neurology,Phase_II,JP,B,362,301.07,2022-06-09
31676,CurePath_AB,Neurology,Phase_IV,ES,E,61,336.15,2024-08-19
31677,BioAxis_Pty,Oncology,Phase_III,DE,A,200,405.72,2024-04-18
31678,BioAxis_Pty,Neurology,Phase_IV,DE,D,298,388.13,2024-11-05
31679,CurePath_AB,Immunology,Phase_III,ES,D,234,491.37,2022-05-05
31680,GlobalClin_KK,Neurology,Phase_I,IT,E,218,355.89,2024-02-02
31681,MedResearch_Inc,Rare_Disease,Phase_III,NL,C,311,214.96,2024-10-09
31682,TrialBridge_SA,Rare_Disease,Phase_IV,BR,A,192,60.17,2023-08-08
31683,GlobalClin_KK,Oncology,Phase_IV,ES,D,25,232.07,2024-04-28
31684,CurePath_AB,Cardiology,Phase_III,CA,B,185,303.2,2023-10-22
31685,TrialBridge_SA,Cardiology,Phase_II,CA,B,185,255.99,2022-01-08
31686,BioPharm_Corp,Neurology,Phase_II,DE,A,224,351.83,2023-04-16
31687,GlobalClin_KK,Neurology,Phase_III,DE,B,144,155.72,2022-10-14
31688,BioAxis_Pty,Rare_Disease,Phase_I,ES,A,145,372.65,2022-04-02
31689,TriPharm_LLC,Cardiology,Phase_IV,ES,D,397,279.85,2023-10-15
31690,NovaTrial_Ltd,Neurology,Phase_III,JP,A,204,380.05,2024-10-15
31691,CurePath_AB,Neurology,Phase_II,NL,C,453,433.01,2022-03-01
31692,BioPharm_Corp,Immunology,Phase_III,JP,C,144,59.66,2022-12-27
31693,BioAxis_Pty,Neurology,Phase_I,FR,C,362,444.44,2024-01-04
31694,MedResearch_Inc,Neurology,Phase_IV,NL,C,399,416.53,2022-12-09
31695,NovaTrial_Ltd,Oncology,Phase_IV,JP,C,113,240.34,2022-05-08
31696,MedResearch_Inc,Cardiology,Phase_II,IT,C,51,450.94,2022-07-29
31697,TrialBridge_SA,Neurology,Phase_III,BR,A,387,111.73,2022-01-28
31698,NovaTrial_Ltd,Rare_Disease,Phase_III,CA,B,328,371.18,2024-12-23
31699,TrialBridge_SA,Oncology,Phase_I,NL,A,117,242.84,2023-06-23
31700,BioAxis_Pty,Cardiology,Phase_II,BR,D,295,209.13,2024-10-30
31701,CurePath_AB,Immunology,Phase_IV,BR,D,280,363.67,2024-01-22
31702,TrialBridge_SA,Neurology,Phase_I,ES,D,469,243.88,2023-01-18
31703,GlobalClin_KK,Cardiology,Phase_III,AU,D,371,284.7,2024-10-29
31704,TriPharm_LLC,Immunology,Phase_II,DE,D,315,317.2,2022-10-12
31705,BioPharm_Corp,Oncology,Phase_II,BR,A,73,415.46,2022-07-17
31706,BioAxis_Pty,Neurology,Phase_IV,JP,B,474,441.93,2024-06-01
31707,TriPharm_LLC,Rare_Disease,Phase_II,US,A,470,87.83,2023-08-30
